State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
andaman-&-nicobar-islands,2020,4,744202,10949,25543799.07
andaman-&-nicobar-islands,2020,4,744107,9743,18083250.19
andaman-&-nicobar-islands,2020,4,744104,7654,19126095.53
andaman-&-nicobar-islands,2020,4,744112,7016,15890275.05
andaman-&-nicobar-islands,2020,4,744205,5118,12002695.28
andaman-&-nicobar-islands,2020,4,744201,5011,6777275.537
andaman-&-nicobar-islands,2021,1,744101,55726,190830957.1
andaman-&-nicobar-islands,2021,1,744103,47328,158404100.8
andaman-&-nicobar-islands,2021,1,744105,35467,111571687.4
andaman-&-nicobar-islands,2021,1,744102,23957,80750048.82
andaman-&-nicobar-islands,2021,1,744211,10648,34956327.94
andaman-&-nicobar-islands,2021,1,744202,10597,28127629.88
andaman-&-nicobar-islands,2021,1,744107,8848,19627951.47
andaman-&-nicobar-islands,2021,1,744104,8799,27854306.52
andaman-&-nicobar-islands,2021,1,744112,7113,21084790.05
andaman-&-nicobar-islands,2021,1,744301,5630,22671937.31
andaman-&-nicobar-islands,2021,2,744101,73334,227585492.7
andaman-&-nicobar-islands,2021,2,744103,66321,174752815.2
andaman-&-nicobar-islands,2021,2,744105,52645,134835744.2
andaman-&-nicobar-islands,2021,2,744102,34289,100890426.8
andaman-&-nicobar-islands,2021,2,744202,16476,40647907.97
andaman-&-nicobar-islands,2021,2,744107,14524,24690581.54
andaman-&-nicobar-islands,2021,2,744104,11278,28333852.06
andaman-&-nicobar-islands,2021,2,744211,10182,20377949.35
andaman-&-nicobar-islands,2021,2,744112,9635,21637658.17
andaman-&-nicobar-islands,2021,2,744301,8463,27666837.4
andaman-&-nicobar-islands,2021,3,744101,116324,388328168.8
andaman-&-nicobar-islands,2021,3,744103,84790,246433385.8
andaman-&-nicobar-islands,2021,3,744105,67257,185238368.5
andaman-&-nicobar-islands,2021,3,744102,43850,131239564.2
andaman-&-nicobar-islands,2021,3,744202,19088,48475163.57
andaman-&-nicobar-islands,2021,3,744107,16203,37962312.1
andaman-&-nicobar-islands,2021,3,744104,14657,35301326.11
andaman-&-nicobar-islands,2021,3,744112,11565,28491553.61
andaman-&-nicobar-islands,2021,3,744301,11553,43464511.05
andaman-&-nicobar-islands,2021,3,744211,9655,19497765.26
andaman-&-nicobar-islands,2021,4,744101,165719,533026208
andaman-&-nicobar-islands,2021,4,744103,121613,372243734.3
andaman-&-nicobar-islands,2021,4,744105,95028,281223411.7
andaman-&-nicobar-islands,2021,4,744102,58258,174623253.5
andaman-&-nicobar-islands,2021,4,744211,27938,94222862.11
andaman-&-nicobar-islands,2021,4,744104,25662,69245386.08
andaman-&-nicobar-islands,2021,4,744202,21913,67790798.05
andaman-&-nicobar-islands,2021,4,744107,21397,52036030
andaman-&-nicobar-islands,2021,4,744112,18915,55448543.43
andaman-&-nicobar-islands,2021,4,744301,14553,47792330.7
andaman-&-nicobar-islands,2022,1,744101,209941,615978080.7
andaman-&-nicobar-islands,2022,1,744103,157230,399715980.1
andaman-&-nicobar-islands,2022,1,744105,122716,321850608.7
andaman-&-nicobar-islands,2022,1,744102,74883,193336549.9
andaman-&-nicobar-islands,2022,1,744104,32471,72915521.84
andaman-&-nicobar-islands,2022,1,744211,30272,86955570.59
andaman-&-nicobar-islands,2022,1,744107,25379,58776727.63
andaman-&-nicobar-islands,2022,1,744202,24022,68519268.78
andaman-&-nicobar-islands,2022,1,744112,23471,55469783.66
andaman-&-nicobar-islands,2022,1,744301,17630,56879992.28
andaman-&-nicobar-islands,2022,2,744101,252722,702122365.4
andaman-&-nicobar-islands,2022,2,744103,230746,561168775.6
andaman-&-nicobar-islands,2022,2,744105,176252,415796516.6
andaman-&-nicobar-islands,2022,2,744102,101551,240451609.2
andaman-&-nicobar-islands,2022,2,744104,47069,94335358.34
andaman-&-nicobar-islands,2022,2,744211,40245,108788594.6
andaman-&-nicobar-islands,2022,2,744107,36402,82851064.58
andaman-&-nicobar-islands,2022,2,744112,32548,70178309.13
andaman-&-nicobar-islands,2022,2,744202,27750,84587978.84
andaman-&-nicobar-islands,2022,2,744301,26170,74485462.68
andaman-&-nicobar-islands,2022,3,744104,497273,951370315.4
andaman-&-nicobar-islands,2022,3,744103,259994,545653686.3
andaman-&-nicobar-islands,2022,3,744101,213864,444967255.8
andaman-&-nicobar-islands,2022,3,744105,208055,438754611.5
andaman-&-nicobar-islands,2022,3,744102,114416,239581586.8
andaman-&-nicobar-islands,2022,3,744107,40466,85492008.49
andaman-&-nicobar-islands,2022,3,744112,38350,74030563.48
andaman-&-nicobar-islands,2022,3,744211,37918,89671382.07
andaman-&-nicobar-islands,2022,3,744202,29918,85509005.85
andaman-&-nicobar-islands,2022,3,744301,27668,70002553.35
andaman-&-nicobar-islands,2022,4,744104,684366,1309407988
andaman-&-nicobar-islands,2022,4,744103,304600,612929267.2
andaman-&-nicobar-islands,2022,4,744105,258097,505662756.1
andaman-&-nicobar-islands,2022,4,744101,243494,467192496.2
andaman-&-nicobar-islands,2022,4,744102,134923,264371699.7
andaman-&-nicobar-islands,2022,4,744211,56491,137253267.7
andaman-&-nicobar-islands,2022,4,744107,54192,104539818.5
andaman-&-nicobar-islands,2022,4,744112,46364,82461782.48
andaman-&-nicobar-islands,2022,4,744202,34689,94217164.86
andaman-&-nicobar-islands,2022,4,744301,33669,82466591.08
andhra-pradesh,2018,1,517501,110496,163487278.8
andhra-pradesh,2018,1,520001,96883,170605900.5
andhra-pradesh,2018,1,515001,92754,133522310.8
andhra-pradesh,2018,1,517507,88132,127450018.2
andhra-pradesh,2018,1,516001,84644,131194265.5
andhra-pradesh,2018,1,518502,82421,68040306.14
andhra-pradesh,2018,1,530016,81891,140880970.1
andhra-pradesh,2018,1,520010,69581,119009922
andhra-pradesh,2018,1,516360,68340,101612118.9
andhra-pradesh,2018,1,518501,68193,81006512.72
andhra-pradesh,2018,2,517501,165506,305629373.2
andhra-pradesh,2018,2,518502,140893,127814123.9
andhra-pradesh,2018,2,515001,129798,285924993.6
andhra-pradesh,2018,2,517507,127731,243405277.9
andhra-pradesh,2018,2,520001,123176,271911611
andhra-pradesh,2018,2,516001,114806,242175477.6
andhra-pradesh,2018,2,530016,111874,235770318
andhra-pradesh,2018,2,520010,100630,220730389.6
andhra-pradesh,2018,2,516360,96619,197068813.6
andhra-pradesh,2018,2,518501,93442,163942778.2
andhra-pradesh,2018,3,518502,1300146,709765830
andhra-pradesh,2018,3,533437,421968,240766495.1
andhra-pradesh,2018,3,518501,296154,291247918.8
andhra-pradesh,2018,3,517501,295403,466133618.6
andhra-pradesh,2018,3,515001,276595,438158383.2
andhra-pradesh,2018,3,530016,234494,380410223.2
andhra-pradesh,2018,3,517507,233347,386563858.7
andhra-pradesh,2018,3,516259,220165,109844218.7
andhra-pradesh,2018,3,520011,213275,291805923
andhra-pradesh,2018,3,520001,206435,371140000.3
andhra-pradesh,2018,4,518502,441662,332201263.3
andhra-pradesh,2018,4,517501,423357,714887920
andhra-pradesh,2018,4,530016,367619,575982481.3
andhra-pradesh,2018,4,515001,355695,651952970.9
andhra-pradesh,2018,4,517507,318300,594747982
andhra-pradesh,2018,4,530003,277131,356075793.9
andhra-pradesh,2018,4,516001,269798,572252390.2
andhra-pradesh,2018,4,520010,250261,492229977.2
andhra-pradesh,2018,4,530017,248725,326891428.6
andhra-pradesh,2018,4,518501,248520,357423401.6
andhra-pradesh,2019,1,530001,950821,1529039458
andhra-pradesh,2019,1,517501,922416,1244725311
andhra-pradesh,2019,1,520001,814616,1462807206
andhra-pradesh,2019,1,530016,684611,960022481.6
andhra-pradesh,2019,1,517507,671661,1009128525
andhra-pradesh,2019,1,515001,609682,1009938284
andhra-pradesh,2019,1,518502,545426,389782597
andhra-pradesh,2019,1,530003,527667,590799502.9
andhra-pradesh,2019,1,530017,472914,531596255.9
andhra-pradesh,2019,1,520010,460133,774931063
andhra-pradesh,2019,2,530001,2602865,5218795716
andhra-pradesh,2019,2,520001,1828617,3823390190
andhra-pradesh,2019,2,517501,949187,1669949939
andhra-pradesh,2019,2,522001,839909,1759418776
andhra-pradesh,2019,2,530016,793798,1257915826
andhra-pradesh,2019,2,517507,760335,1412863012
andhra-pradesh,2019,2,515001,567306,1282118916
andhra-pradesh,2019,2,530003,520142,718170914.4
andhra-pradesh,2019,2,520010,490697,973983824.5
andhra-pradesh,2019,2,530017,480905,650710126.3
andhra-pradesh,2019,3,530001,2944756,6693257654
andhra-pradesh,2019,3,520001,1905190,4414503366
andhra-pradesh,2019,3,517501,1434209,2203932856
andhra-pradesh,2019,3,530016,1196020,1658162549
andhra-pradesh,2019,3,517507,1060513,1854927352
andhra-pradesh,2019,3,522001,1003916,2216532549
andhra-pradesh,2019,3,515001,868052,1667826832
andhra-pradesh,2019,3,530003,858005,970993081.2
andhra-pradesh,2019,3,530017,799271,911939243.1
andhra-pradesh,2019,3,530026,711726,1095056836
andhra-pradesh,2019,4,530001,4185063,9160387223
andhra-pradesh,2019,4,520001,2544877,5933007157
andhra-pradesh,2019,4,517501,1920211,3073084030
andhra-pradesh,2019,4,530016,1591033,2295184224
andhra-pradesh,2019,4,530026,1438154,2509394596
andhra-pradesh,2019,4,517507,1406768,2478459133
andhra-pradesh,2019,4,522001,1324202,2927313968
andhra-pradesh,2019,4,515001,1202983,2376869517
andhra-pradesh,2019,4,530003,1131832,1339103328
andhra-pradesh,2019,4,530017,1084796,1266927471
andhra-pradesh,2020,1,530026,6695271,15258657487
andhra-pradesh,2020,1,517501,2196548,3731404466
andhra-pradesh,2020,1,530016,1661816,2593325339
andhra-pradesh,2020,1,517507,1554974,2719620696
andhra-pradesh,2020,1,515001,1346804,2696427931
andhra-pradesh,2020,1,530003,1159480,1519955259
andhra-pradesh,2020,1,524002,1125194,2653339804
andhra-pradesh,2020,1,530017,1104748,1412381496
andhra-pradesh,2020,1,520010,1098395,2059547223
andhra-pradesh,2020,1,522001,1058410,2575723775
andhra-pradesh,2020,2,530026,4994637,12817902607
andhra-pradesh,2020,2,517501,1708935,3203679955
andhra-pradesh,2020,2,517507,1575118,2854711069
andhra-pradesh,2020,2,524002,1553283,3993963026
andhra-pradesh,2020,2,530016,1067022,1893629834
andhra-pradesh,2020,2,516001,1066066,2616099329
andhra-pradesh,2020,2,515001,1026587,2447755903
andhra-pradesh,2020,2,518002,979822,2015820866
andhra-pradesh,2020,2,522001,963666,2678051229
andhra-pradesh,2020,2,520002,956641,2767045048
andhra-pradesh,2020,3,524002,5194663,13718743729
andhra-pradesh,2020,3,530026,4159532,10383207818
andhra-pradesh,2020,3,517501,2735691,5544720473
andhra-pradesh,2020,3,516001,2534360,6637577271
andhra-pradesh,2020,3,517507,2306174,4594510974
andhra-pradesh,2020,3,520002,2238996,6543183825
andhra-pradesh,2020,3,530016,1921871,3560898943
andhra-pradesh,2020,3,515001,1669413,4116758527
andhra-pradesh,2020,3,522001,1625687,4701116489
andhra-pradesh,2020,3,518002,1514873,3352462441
andhra-pradesh,2020,4,524002,5029692,12810644736
andhra-pradesh,2020,4,530026,4235146,9849636860
andhra-pradesh,2020,4,517501,4125544,7866883789
andhra-pradesh,2020,4,517507,3420778,6749696776
andhra-pradesh,2020,4,516001,3119905,8005247952
andhra-pradesh,2020,4,530016,2981818,5591062751
andhra-pradesh,2020,4,515001,2821800,6442101737
andhra-pradesh,2020,4,518002,2219953,4809927718
andhra-pradesh,2020,4,520010,2170458,4679865894
andhra-pradesh,2020,4,530017,2027751,3252434513
andhra-pradesh,2021,1,524002,7269657,16698428355
andhra-pradesh,2021,1,530026,5875319,13567044097
andhra-pradesh,2021,1,517501,4354325,8224302893
andhra-pradesh,2021,1,520002,3591058,9183853695
andhra-pradesh,2021,1,517507,3378549,6593121541
andhra-pradesh,2021,1,530016,3144495,5679150412
andhra-pradesh,2021,1,516001,2941623,7434205012
andhra-pradesh,2021,1,515001,2815993,6225481723
andhra-pradesh,2021,1,522001,2584588,6753205747
andhra-pradesh,2021,1,520010,2291676,4716738890
andhra-pradesh,2021,2,524002,11023032,25519404147
andhra-pradesh,2021,2,530026,7850540,19042845773
andhra-pradesh,2021,2,520002,5441708,14948864291
andhra-pradesh,2021,2,517501,4614209,9215678010
andhra-pradesh,2021,2,517507,3834825,7940105016
andhra-pradesh,2021,2,522001,3427039,9832657321
andhra-pradesh,2021,2,515001,3052771,7213837063
andhra-pradesh,2021,2,530016,2892664,5705916881
andhra-pradesh,2021,2,516001,2613562,7256266064
andhra-pradesh,2021,2,518002,2553688,5906664131
andhra-pradesh,2021,3,524002,10701326,23300508691
andhra-pradesh,2021,3,530026,9780096,22841763578
andhra-pradesh,2021,3,517501,5982442,11419848822
andhra-pradesh,2021,3,520002,5320101,14633600592
andhra-pradesh,2021,3,517507,4866065,9768221618
andhra-pradesh,2021,3,522001,4242875,11355623169
andhra-pradesh,2021,3,530016,4177023,7797927714
andhra-pradesh,2021,3,515001,4040160,8752025049
andhra-pradesh,2021,3,516001,3370675,8720115499
andhra-pradesh,2021,3,520010,3206301,6832329072
andhra-pradesh,2021,4,524002,14158439,30358274591
andhra-pradesh,2021,4,530026,10216678,24428085477
andhra-pradesh,2021,4,517501,7246667,13514835187
andhra-pradesh,2021,4,517507,5790910,11415016234
andhra-pradesh,2021,4,520002,5716025,15397268124
andhra-pradesh,2021,4,530016,5252680,9484946023
andhra-pradesh,2021,4,522001,4989759,13298088500
andhra-pradesh,2021,4,515001,4892740,10235401678
andhra-pradesh,2021,4,520010,4198904,8551737728
andhra-pradesh,2021,4,516001,4058071,10324818012
andhra-pradesh,2022,1,524002,16133298,35123754551
andhra-pradesh,2022,1,530026,10293117,25355928766
andhra-pradesh,2022,1,517501,8062447,14807178133
andhra-pradesh,2022,1,517507,6660899,12913687867
andhra-pradesh,2022,1,520002,6254668,16297042494
andhra-pradesh,2022,1,522001,5691035,15226428278
andhra-pradesh,2022,1,515001,5585462,11393585212
andhra-pradesh,2022,1,530016,5554647,9991176892
andhra-pradesh,2022,1,516001,4513789,11365056780
andhra-pradesh,2022,1,520010,4492155,9108501442
andhra-pradesh,2022,2,524002,18822839,40556750378
andhra-pradesh,2022,2,530026,12256092,29600523030
andhra-pradesh,2022,2,517501,9320394,17071503296
andhra-pradesh,2022,2,517507,7667416,14863715365
andhra-pradesh,2022,2,520002,7584902,19447767872
andhra-pradesh,2022,2,530016,6470271,11522114399
andhra-pradesh,2022,2,515001,6291639,12847256630
andhra-pradesh,2022,2,522001,6073875,16041957320
andhra-pradesh,2022,2,520010,5301338,10747157086
andhra-pradesh,2022,2,516001,4927880,12452111308
andhra-pradesh,2022,3,530026,10427710,24452749355
andhra-pradesh,2022,3,517501,9028550,16685152652
andhra-pradesh,2022,3,517507,7638906,14893051969
andhra-pradesh,2022,3,524002,6897466,17798259712
andhra-pradesh,2022,3,522001,6608575,14799455202
andhra-pradesh,2022,3,520002,6370783,17359205739
andhra-pradesh,2022,3,530016,6352195,11280121650
andhra-pradesh,2022,3,515001,6120942,12350133591
andhra-pradesh,2022,3,520010,5372903,10801020195
andhra-pradesh,2022,3,516001,5350632,13517253500
andhra-pradesh,2022,4,530026,10249750,23326515678
andhra-pradesh,2022,4,517501,9601016,17160601029
andhra-pradesh,2022,4,517507,8255182,15452889827
andhra-pradesh,2022,4,530016,6770365,11575693177
andhra-pradesh,2022,4,515001,6566772,12647557282
andhra-pradesh,2022,4,522001,6419773,13879436431
andhra-pradesh,2022,4,520010,5887349,11108836640
andhra-pradesh,2022,4,518002,5810257,12488419884
andhra-pradesh,2022,4,520002,5685286,14883019280
andhra-pradesh,2022,4,516001,5545373,13027211099
arunachal-pradesh,2018,1,791110,4253,8605127.65
arunachal-pradesh,2018,1,791111,4207,9841038.919
arunachal-pradesh,2018,1,791102,3286,5671981.375
arunachal-pradesh,2018,1,790116,2704,4457038.562
arunachal-pradesh,2018,1,790104,2114,4578762.301
arunachal-pradesh,2018,1,791109,2112,3137887.501
arunachal-pradesh,2018,1,792131,2097,3667031.75
arunachal-pradesh,2018,1,791001,2041,5020173.998
arunachal-pradesh,2018,1,791113,1955,6492923.794
arunachal-pradesh,2018,1,792001,1865,2638135.149
arunachal-pradesh,2018,2,791110,7878,19894634.32
arunachal-pradesh,2018,2,791111,7239,20302894.32
arunachal-pradesh,2018,2,791102,6046,11116134.49
arunachal-pradesh,2018,2,790116,4689,11109804.76
arunachal-pradesh,2018,2,790104,4436,10757634.64
arunachal-pradesh,2018,2,792131,4342,9787595.363
arunachal-pradesh,2018,2,791113,4159,10355129.8
arunachal-pradesh,2018,2,792103,3885,10332844.69
arunachal-pradesh,2018,2,792102,3638,13733030.97
arunachal-pradesh,2018,2,791109,3486,8901023.682
arunachal-pradesh,2018,3,791110,13489,28577947.49
arunachal-pradesh,2018,3,791111,10508,33766761.06
arunachal-pradesh,2018,3,791102,9777,18868814.47
arunachal-pradesh,2018,3,791109,8636,14623073.03
arunachal-pradesh,2018,3,790116,6870,19935455.78
arunachal-pradesh,2018,3,792103,6672,16204421.8
arunachal-pradesh,2018,3,790104,6434,18213474.58
arunachal-pradesh,2018,3,792001,6307,16330131.58
arunachal-pradesh,2018,3,791113,6191,14657152.43
arunachal-pradesh,2018,3,792102,5120,16131802.08
arunachal-pradesh,2018,4,791110,18305,50770919.03
arunachal-pradesh,2018,4,791111,14891,50578761.54
arunachal-pradesh,2018,4,791102,11990,28553763.56
arunachal-pradesh,2018,4,790116,10791,42561249.91
arunachal-pradesh,2018,4,792103,8743,23841863.53
arunachal-pradesh,2018,4,790104,8727,28710303.17
arunachal-pradesh,2018,4,791113,8156,19785304.8
arunachal-pradesh,2018,4,791109,7660,17851253.03
arunachal-pradesh,2018,4,792001,7520,18988989.14
arunachal-pradesh,2018,4,792102,6597,21188725.1
arunachal-pradesh,2019,1,791110,21769,56305175.16
arunachal-pradesh,2019,1,791111,18706,57464660.99
arunachal-pradesh,2019,1,791102,14504,35128890.14
arunachal-pradesh,2019,1,790116,13724,44410163.52
arunachal-pradesh,2019,1,791109,11691,24669479.82
arunachal-pradesh,2019,1,791113,10893,28900698.05
arunachal-pradesh,2019,1,790104,10231,29899156.53
arunachal-pradesh,2019,1,792103,10190,28841570.72
arunachal-pradesh,2019,1,792001,9575,24797020.74
arunachal-pradesh,2019,1,790101,9149,26500818.4
arunachal-pradesh,2019,2,791110,28827,80501052.66
arunachal-pradesh,2019,2,791111,24040,77741634.14
arunachal-pradesh,2019,2,791102,14906,38658949.4
arunachal-pradesh,2019,2,790116,13929,48120977.09
arunachal-pradesh,2019,2,791113,12970,37636424.9
arunachal-pradesh,2019,2,790104,12562,43392107.21
arunachal-pradesh,2019,2,791109,12214,28228154.98
arunachal-pradesh,2019,2,792001,11232,29778429.81
arunachal-pradesh,2019,2,792103,11076,30442992.65
arunachal-pradesh,2019,2,790101,10926,36302058.3
arunachal-pradesh,2019,3,791110,38560,104152420.7
arunachal-pradesh,2019,3,791111,32844,92522169.4
arunachal-pradesh,2019,3,791102,20744,50221808.11
arunachal-pradesh,2019,3,791113,19591,49174022.06
arunachal-pradesh,2019,3,790116,19201,53454221.51
arunachal-pradesh,2019,3,790104,18759,57742402.57
arunachal-pradesh,2019,3,792103,17253,38310432.23
arunachal-pradesh,2019,3,790101,15882,43198540.63
arunachal-pradesh,2019,3,792001,15645,35020210.51
arunachal-pradesh,2019,3,791109,14867,29287244.19
arunachal-pradesh,2019,4,791110,46210,135166318.9
arunachal-pradesh,2019,4,791111,38960,109780309.5
arunachal-pradesh,2019,4,791113,25720,67044021.64
arunachal-pradesh,2019,4,791102,25493,64172690.79
arunachal-pradesh,2019,4,790104,23418,71137191.35
arunachal-pradesh,2019,4,792103,22297,45950095.41
arunachal-pradesh,2019,4,790101,22263,69716144.71
arunachal-pradesh,2019,4,790116,21777,62382535.12
arunachal-pradesh,2019,4,792001,18262,41638209.32
arunachal-pradesh,2019,4,791109,17833,33159442.66
arunachal-pradesh,2020,1,791110,53858,134164730.9
arunachal-pradesh,2020,1,791111,44651,118592432.5
arunachal-pradesh,2020,1,791113,40087,114373417.7
arunachal-pradesh,2020,1,791102,30846,73201195.24
arunachal-pradesh,2020,1,792103,27462,65003236.3
arunachal-pradesh,2020,1,790116,25027,68279455.37
arunachal-pradesh,2020,1,790104,24414,66277727.27
arunachal-pradesh,2020,1,792001,23370,55255805.31
arunachal-pradesh,2020,1,791001,22588,54519489.86
arunachal-pradesh,2020,1,791109,22374,43679801.42
arunachal-pradesh,2020,2,791110,66660,161486745.4
arunachal-pradesh,2020,2,791111,58840,143307742.4
arunachal-pradesh,2020,2,791102,50996,97581020.84
arunachal-pradesh,2020,2,791113,49710,128006452.9
arunachal-pradesh,2020,2,792103,39797,83935770.27
arunachal-pradesh,2020,2,791001,38760,84597533.51
